Name,Type,Address,City,Phone,Services,Manager,X,Y,Week days,Friday,Rating,Lat,Long
טל קדם אופנועי הבורסה,מוסך מורשה,תובל 15,רמת גן,03-7515308,מכונאות אופנועים וקטנועים,טל קדם,181565.26,665946.35,07:00 - 17:00,07:00 - 12:00,4.8,32.086255,34.803147
מוסך גולי בע מ,מוסך מורשה,משה בקר 32,ראשון לציון,03-9659395,תיקון מרכבי רכב,גולי מרדכי,182260.72,654047.86,07:00 - 16:00,סגור,3.6,31.978979,34.810972
פניני משה מוסך פניני,מוסך מורשה,גנוסר 4,תל אביב -יפו,03-6918976,תיקון מרכבי רכב,פניני משה,180798.45,664729.76,07:00 - 16:00,סגור,3.4,32.075258,34.795073
וויס אברהם מוסך גחלת,מוסך מורשה,פלוטיצקי 3,ראשון לציון,03-9692085,מכונאות רכב בנזין,אברהם וויס,182461.0,654588.99,07:00 - 16:30,07:00 - 12:30,4.1,31.983866,34.813071
כהן ארז אגזוזים,מוסך מורשה,בקר משה 18,ראשון לציון,03-9643086,תיקון צנורות פליטה ודודי עמם,כהן ארז,182169.96,653672.21,07:00 - 16:00,07:00 - 12:00,3.5,31.975589,34.810027
א.ר. ניר רחובות בע מ,מוסך מורשה,היצירה 20,רחובות,08-9361787,מכונאות רכב בנזין,קפלן שי,179597.0,644036.96,07:00 - 16:00,07:00 - 12:00,4.3,31.888611,34.783202
שלמה שקורי מוסך הודיה,מוסך מורשה,מיקוניס 6,תל אביב -יפו,03-6871197,מכונאות רכב בנזין,באומל יוחנן,179855.51,663042.21,07:00 - 16:00,07:00 - 12:30,3.8,32.060008,34.785156
.צלאל רועי גלגלי העיר,מוסך מורשה,שמוטקין 20,ראשון לציון,03-9654610,תיקון והחלפת צמיגים,בצלאל רועי,182285.59,653617.05,07:00 - 16:00,סגור,3.3,31.975095,34.811252
מרכז שרות תכלת בע מ,מוסך מורשה,האצל 10,ראשון לציון,03-6238000,מכונאות רכב בנזין,אבי נחמיאס,178027.24,655205.06,07:00 - 16:00,07:00 - 13:00,4.1,31.989268,34.766133
א.ה.ק. האחים בע מ,מוסך מורשה,יד חרוצים 5,הרצלייה,09-9566708,מכונאות רכב בנזין,חטיב עבד אלחלים,182186.33,674475.94,07:00 - 16:00,07:00 - 12:30,4.2,32.163193,34.809394
מאיה את לייבה מוסך קינג קארס,מוסך מורשה,המרץ 4,פתח תקווה,03-9236343,תיקון מרכבי רכב,מלוב אולג,186485.84,666692.36,07:00 - 16:00,07:00 - 13:00,4.3,32.093137,34.855242
ד ר פח וצבע בע מ,מוסך מורשה,הנגב 16,תל אביב -יפו,03-6878811,תיקון מרכבי רכב,בריק ירוחם,179338.78,663191.24,07:00 - 17:00,סגור,3.2,32.061333,34.779678
הן כדורי צמיגי רמת גן,מוסך מורשה,היצירה 12,רמת גן,03-5756336,תיקון והחלפת צמיגים,כהן כדורי,181494.75,665933.56,07:00 - 16:00,07:00 - 12:30,4.4,32.086137,34.8024
אדר אשר מוסך סייר,מוסך מורשה,בית עובד 12,תל אביב -יפו,03-6884429,מכונאות רכב בנזין,אדר אשר,180097.7,663475.17,07:00 - 16:00,07:00 - 12:30,4.8,32.06392,34.787703
צמיגי הקניון אסייג 1999 בע מ,מוסך מורשה,ריבל 4,תל אביב -יפו,03-5374708,תיקון והחלפת צמיגים,אסייג חיים,179520.91,663349.49,07:00 - 17:00,07:00 - 13:00,4.8,32.062767,34.7816
לונדון יעקב אומן מוטורס,מוסך מורשה,המשביר 18,חולון,03-5585510,מכונאות רכב בנזין,לונדון יעקב,181618.12,657834.09,07:00 - 16:00,07:00 - 12:30,3.3,32.013102,34.804025
מוסך ביטרן בע מ,מוסך מורשה,משה שרת 13,ראשון לציון,03-9623228,מכונאות רכב בנזין,ביטרן דניאל,176848.0,655766.72,07:00 - 17:00,07:00 - 13:00,4.6,31.994289,34.75363
אהוד בן נון מוסך בורדו,מוסך מורשה,בן דוד 8,ראשון לציון,03-9506111,מכונאות רכב בנזין,אהוד בן נון,180997.74,653801.84,07:00 - 16:30,07:00 - 12:00,4.7,31.976719,34.79762
מוסך מינו ברדה 1989 בעמ,מוסך מורשה,היוגב 2,חולון,03-5508313,תיקון מרכבי רכב,דנק אברהם,181695.86,657913.09,07:00 - 17:00,07:00 - 13:00,4.1,32.013817,34.804845
חג'ג דניאל אגזוזי קרן,מוסך מורשה,פנקס 15,נתניה,09-8870007,תיקון צנורות פליטה ודודי עמם,חג'ג' דניאל,188405.73,691925.83,07:00 - 16:30,07:00 - 12:30,4.4,32.320738,34.87476
מוסך אליהו גמיל,מוסך מורשה,חזק 12,תל אביב -יפו,03-6825501,חשמלאות רכב,אליהו גמיל,177743.7,662237.7,07:00 - 17:00,07:00 - 12:30,5.0,32.052677,34.762828
ינאי נחושתן מוסך רן סייקל,מוסך מורשה,שוקן 10,תל אביב -יפו,03-5189028,מכונאות אופנועים וקטנועים,לוי דוד,178620.8,662352.8,07:00 - 16:00,סגור,4.1,32.053747,34.77211
יוניברסל מוטורס ישראל בעמ,מוסך מורשה,פלטין 5,ראשון לציון,03-9534400,מכונאות רכב בנזין,ציגלר ירון,178635.56,655129.97,07:00 - 16:30,סגור,3.8,31.988613,34.772572
מוסך בסגנון אלפיים בעמ,מוסך מורשה,אליקום 8,תל אביב -יפו,03-6821470,תיקון מרכבי רכב,פרידמן פנחס,178811.92,662325.14,07:00 - 16:00,07:00 - 12:00,5.0,32.053504,34.774135
תיבות הילוכים אוטומטיים בע מ,מוסך מורשה,האופן 12,חולון,03-5594271,מכונאות רכב בנזין,כהן יעקב ג'ק,181278.83,658927.15,07:00 - 17:00,07:00 - 12:00,3.8,32.022948,34.800391
רכב דוד מוסכים ש.ר.ד 1995 בע מ,מוסך מורשה,נירים 8,תל אביב -יפו,03-5370560,מכונאות רכב בנזין,הולנדר דני,180412.62,663383.09,07:00 - 16:30,07:00 - 12:00,3.5,32.063101,34.791042
לידור מוטורס בע מ,מוסך מורשה,גולומב 28,תל אביב -יפו,03-6390095,מכונאות רכב בנזין,שאול רוני,179659.87,662072.08,07:00 - 16:00,07:00 - 12:00,4.1,32.051252,34.783124
אישימוטו בע מ,מוסך מורשה,הרצל 115,תל אביב -יפו,03-5186666,מכונאות אופנועים וקטנועים,גואטה יוסף,178473.22,662251.99,07:00 - 17:00,07:00 - 12:30,3.8,32.052832,34.770552
מוטי ניסים מכונאות כללית,מוסך מורשה,פלוטיצקי 10,ראשון לציון,03-9666674,מכונאות רכב בנזין,מרדכי ניסים,182336.42,654405.72,07:00 - 17:00,07:00 - 12:00,5.0,31.982209,34.811759
דוזן מוסך פחחות וצבע בע מ,מוסך מורשה,החופר 22,חולון,03-5587447,תיקון אחזקת רכב חשמלי/היברידי,דכה סאמר,181830.47,657784.09,07:00 - 16:00,סגור,3.7,32.012658,34.806275
מגה פרונט ל.פ 2014 בע מ,מוסך מורשה,שכטרמן 6,נתניה,09-88045584,תיקון וכוון מתלים ברכב,יחזקאל זלמן,188395.02,691851.58,07:00 - 16:30,07:00 - 12:30,3.8,32.320069,34.874648
י.א אילן פחחות וצבע בע מ,מוסך מורשה,משה שרת 15,ראשון לציון,03-9616031,תיקון מרכבי רכב,אילצ'וקוב יבגני,176882.4,655740.49,07:00 - 17:00,07:00 - 12:30,3.5,31.994054,34.753995
מוטור-אפ בע מ,מוסך מורשה,המרץ 7,פתח תקווה,03-9224207,מכונאות רכב בנזין,מועלם אליהו,186543.73,666721.38,07:00 - 17:00,07:00 - 13:00,4.6,32.0934,34.855854
ניקולא מוסך הרכב,מוסך מורשה,המעפילים 6,רמלה,08-9242561,תיקון מרכבי רכב,ניקולא פזע,187994.78,648073.82,07:00 - 16:30,07:00 - 13:00,4.0,31.925279,34.871833
יוסי כל קטנוע,מוסך מורשה,שלמה 10,תל אביב -יפו,03-6823143,מכונאות אופנועים וקטנועים,יוסף נתן,181108.34,670121.8,07:00 - 16:30,07:00 - 13:00,4.9,32.123893,34.79814
שועה אדמונד מוסך אדמונד,מוסך מורשה,ישראל מסלנט 46,תל אביב -יפו,03-6884879,מכונאות רכב בנזין,שועה אדמונד,179544.34,662226.65,07:00 - 17:00,07:00 - 12:30,4.9,32.052642,34.781895
מאור גאנח מוסך ניסים גאנח,מוסך מורשה,ההגנה 12,אור יהודה,03-5331377,תיקון מרכבי רכב,גאנח אליהו,185864.88,660035.37,07:00 - 17:00,סגור,4.0,32.033087,34.848896
קוגמן שירותי רכב בע מ,מוסך מורשה,המסגר 23,נתניה,09-8849666,מכונאות רכב בנזין,קוגמן יצחק,188668.0,692013.24,07:00 - 17:00,07:00 - 12:00,4.3,32.321534,34.877542
גנח אפרים פחחות וצבע,מוסך מורשה,הפלד 22,חולון,03-5569097,תיקון מרכבי רכב,גנח אפרים,181072.56,658762.95,07:00 - 17:00,07:00 - 13:00,4.2,32.02146,34.798214
רז גפני אבנוע סנטר,מוסך מורשה,סחרוב 9,ראשון לציון,03-9510695,מכונאות אופנועים וקטנועים,מזרחי מרדכי,178380.17,655507.91,07:00 - 17:00,סגור,4.0,31.992012,34.769854
מוסך גורג פחחות וצבע בעמ,מוסך מורשה,עולי הגרדום 6,רמלה,08-9250908,תיקון מרכבי רכב,גנימה גורג,187729.5,648098.07,07:00 - 17:00,07:00 - 12:30,3.4,31.92549,34.869027
ד ר פח וצבע קרני אור רחובות בע מ,מוסך מורשה,היצירה 7,רחובות,08-9999201,תיקון אחזקת רכב חשמלי/היברידי,כהן נח,179253.57,643941.71,07:00 - 17:00,07:00 - 13:00,4.1,31.88774,34.779576
מיכאל מוטורס,מוסך מורשה,הבנאי 27,חולון,050-4766996,מכונאות רכב בנזין,פיאלקו מיכאל,181446.28,657673.75,07:00 - 16:00,07:00 - 13:00,3.9,32.01165,34.802213
נח טל מוסך טל,מוסך מורשה,שמעון ישראלי 4,ראשון לציון,03-9523168,חשמלאות רכב,נח טל,176629.73,655355.08,07:00 - 16:30,סגור,3.0,31.990569,34.751339
אלי את אלי דושיבע מ,מוסך מורשה,המנוע 8,תל אביב -יפו,03-6820841,תיקון קרבורטורים,חלפון שמעון,177972.19,661944.9,07:00 - 16:30,07:00 - 12:30,4.8,32.050045,34.76526
איציק זקן מוסך הנציב,מוסך מורשה,שונצינו 22,תל אביב -יפו,03-5616588,מכונאות רכב בנזין,זלצר בן ציון,180166.71,663975.07,07:00 - 17:00,סגור,3.3,32.068431,34.788413
טולדנו איחוד מוסכים 2008,מוסך מורשה,מרכוס 7,פתח תקווה,03-9343515,מכונאות רכב בנזין,יוסי טולדנו,189165.03,666502.22,07:00 - 16:00,07:00 - 12:30,3.3,32.091497,34.883629
כהן ז'וזו' מוסך ז'וזו',מוסך מורשה,הנגר 14,נתניה,09-8829742,מכונאות רכב בנזין,כהן ז'וז'ו,188532.8,691398.36,07:00 - 17:00,07:00 - 12:00,4.1,32.315985,34.876126
מוסך ארמי ראוי,מוסך מורשה,החרושת 6,אור יהודה,04-5337764,מכונאות רכב בנזין,ארמי כרמל,187076.28,658685.0,07:00 - 17:00,07:00 - 12:30,3.8,32.020945,34.861766
א.א. רוני מוסך כללי בע מ,מוסך מורשה,אצל 11,ראשון לציון,03-9617717,מכונאות רכב בנזין,עברי אלי,178067.32,655123.83,07:00 - 16:30,07:00 - 13:00,3.3,31.988537,34.76656
מוסך ים התיכון (1990) בע מ,מוסך מורשה,יד חרוצים 3,הרצלייה,03-9570244,מכונאות רכב בנזין,ראובן אהרון,182213.48,674481.05,07:00 - 16:00,07:00 - 13:00,3.4,32.16324,34.809682
בל מוטורס בסד בע מ,מוסך מורשה,האורגים 9,חולון,03-5586272,מכונאות רכב בנזין,צוקרל גולן,181148.91,657696.93,07:00 - 16:00,סגור,4.9,32.011849,34.799065
ברק אור שרותי (1995)בע מ,מוסך מורשה,המנוע 6,תל אביב -יפו,03-6814389,מכונאות רכב בנזין,בוטבול רונן,177958.57,661949.56,07:00 - 17:00,07:00 - 12:30,3.5,32.050086,34.765116
ושציב אולג - מוסך מקסי,מוסך מורשה,משה שרת 22,ראשון לציון,03-9514763,מכונאות רכב בנזין,סולאימון אברמוב,176870.84,655702.58,07:00 - 16:30,07:00 - 12:00,4.1,31.993712,34.753875
אמ.סי.מוטורס בע מ,מוסך מורשה,הרצל 120,תל אביב -יפו,03-6838930,מכונאות אופנועים וקטנועים,דגן נעם,178493.67,662367.96,07:00 - 16:30,07:00 - 12:30,3.0,32.053879,34.770764
אמסלם יהודה מכונאות חשמל ומיזוג,מוסך מורשה,בן לולו 4,ראשון לציון,03-9643315,מכונאות רכב בנזין,אמסלם יהודה,182324.16,653560.92,07:00 - 16:30,07:00 - 12:00,3.6,31.97459,34.811662
יצחק מזרחי מוטו בייק אמינות,מוסך מורשה,יצחק שדה 37,תל אביב -יפו,03-6241355,מכונאות אופנועים וקטנועים,מזרחי יצחק,180230.84,663598.58,07:00 - 17:00,07:00 - 12:30,4.0,32.065038,34.789108
אל חטיב גואד צמיגי ג'ו חולון,מוסך מורשה,המלאכה 31,חולון,03-5583115,תיקון והחלפת צמיגים,אל חטיב ג'ואד,181380.51,658186.15,07:00 - 16:00,07:00 - 13:00,4.6,32.016269,34.801497
שש - צ2011 בע מ,מוסך מורשה,אורט 23,נתניה,09-8844944,מכונאות רכב בנזין,מסיכה שמעון,188632.88,691508.74,07:00 - 16:30,07:00 - 12:00,3.4,32.316984,34.877185
מוסך נפתלי - אילן את מוטי נפתלי,מוסך מורשה,היוזמים 11,אור יהודה,04-6341336,מכונאות רכב בנזין,אילן נפתלי,187273.11,658888.79,07:00 - 16:00,07:00 - 13:00,3.7,32.022788,34.863842
שרון בן אדיבה מוסך מרכז הרכב,מוסך מורשה,הגלגל 21,רחובות,08-9471405,מכונאות רכב בנזין,שרון בן אדיבה,179458.12,643960.76,07:00 - 16:00,07:00 - 13:00,3.8,31.887919,34.781737
אורי את אורית מוסך אורי אופנועים,מוסך מורשה,ראשית חכמה 16,תל אביב -יפו,03-6825555,מכונאות אופנועים וקטנועים,ציוני אורי,178767.01,662455.74,07:00 - 16:00,07:00 - 12:00,4.6,32.05468,34.773654
מוסך הסמל בע מ,מוסך מורשה,האצל 29,ראשון לציון,03-5514567,מכונאות רכב בנזין,גראיסי רוז'ה,177764.64,655265.46,07:00 - 16:00,07:00 - 12:30,4.5,31.989803,34.763351
ליאור קריטי צמיגי קריטי,מוסך מורשה,גלגל 23,רחובות,08-9318855,תיקון והחלפת צמיגים,קריטי ליאור,179450.52,643977.84,07:00 - 16:00,07:00 - 12:30,4.6,31.888073,34.781656
קזנטיני שלום ועמוס צמיגי קזנטיני,מוסך מורשה,הברזל 13,תל אביב -יפו,03-6476078,תיקון והחלפת צמיגים,קזנטיני אבנר,184797.55,668322.14,07:00 - 16:00,07:00 - 12:30,4.3,32.107783,34.837299
לויטו יבגני מוסך אלמר,מוסך מורשה,הסדנא 14,חולון,052-2306753,מכונאות רכב בנזין,לויטו יבגני,181388.5,658753.82,07:00 - 17:00,07:00 - 12:00,3.6,32.021388,34.801559
מנשה את אלון מוסך הצמד,מוסך מורשה,אלטלף 19,יהוד,03-6321525,מכונאות רכב בנזין,שורץ אורן,190602.69,659658.43,07:00 - 17:00,07:00 - 12:00,4.8,32.029818,34.899063
תמיר את אביב אופנועי חולון,מוסך מורשה,הבנאי 8,חולון,03-5596558,מכונאות אופנועים וקטנועים,כהן אביב,181721.47,658164.88,07:00 - 16:00,07:00 - 13:00,5.0,32.016088,34.805106
מוסך מוטונל - אפי ואלון,מוסך מורשה,נחל איילון 37,תל אביב -יפו,03-6037300,מכונאות אופנועים וקטנועים,טננבאום אלון,180158.69,663523.19,07:00 - 16:30,07:00 - 12:30,3.2,32.064356,34.788347
כפיר בלמים בע מ,מוסך מורשה,טברסקי 4,תל אביב -יפו,03-5622544,שיפוץ מכללי בלמים,כפיר דני,180232.77,663636.97,07:00 - 16:00,07:00 - 12:00,4.0,32.065384,34.789127
צמיגי חנניה בע מ,מוסך מורשה,וסרמן 2,תל אביב -יפו,03-5185221,תיקון והחלפת צמיגים,עוז סיני יצחק,177748.33,662474.12,07:00 - 16:30,07:00 - 12:30,4.6,32.054809,34.762867
מוסך מרכזי לרכב יפני חולון בע מ,מוסך מורשה,הפלד 10,חולון,03-5596880,מכונאות רכב בנזין,בר יעקב,180834.66,658985.79,07:00 - 16:00,07:00 - 13:00,4.1,32.023461,34.795687
מרקוס יעקב קארטיק ישראל,מוסך מורשה,הגלגל 17,רחובות,08-9465056,בדיקות-רכב )קניה ומכירה),מרכוס משה,179517.13,643925.61,07:00 - 16:30,סגור,4.6,31.887604,34.782363
מוסך פאר הרצליה 1995 בע מ,מוסך מורשה,החושלים 1,הרצלייה,09-9572799,מכונאות רכב בנזין,לוי רענן,182028.91,673902.84,07:00 - 16:00,07:00 - 12:00,3.3,32.15802,34.807747
מוסך יוסי כהן פחחות וצבע בע מ,מוסך מורשה,ישראל בק 12,תל אביב -יפו,03-5615831,תיקון מרכבי רכב,כהן יוסף,180222.84,663983.06,07:00 - 17:00,07:00 - 13:00,4.5,32.068505,34.789007
אחד על אחד יעוץ לדו גלגלי בע מ,מוסך מורשה,שוקן 9,תל אביב -יפו,050-2524451,מכונאות אופנועים וקטנועים,צפריר אוהד,178656.5,662345.29,07:00 - 16:00,07:00 - 12:00,4.8,32.05368,34.772489
רמי אבייט מרכז הגירים,מוסך מורשה,החופר 14,חולון,03-5580661,תיקון תיבות הילוכים אוטומטיות,ברנס אליעזר,181853.2,657935.53,07:00 - 16:30,סגור,3.8,32.014025,34.806509
יעקב את ששי - מוסך יש,מוסך מורשה,היצירה 16 אור-יהודה,אור יהודה,03-6340532,מכונאות רכב בנזין,זאדה סולטן דנאל,187218.07,658932.35,07:00 - 16:30,07:00 - 12:30,4.6,32.023179,34.863258
חרומוב יבגני מוסך גז קו,מוסך מורשה,הפלד 6,חולון,077-5578164,מכונאות רכב בנזין,אטיאס וויליאם,180748.72,659127.56,07:00 - 16:30,סגור,3.6,32.024737,34.794772
אטבה יובל מוסך יובל,מוסך מורשה,גינוסר 4,תל אביב -יפו,03-6960666,מכונאות רכב בנזין,אטבה יורם,180798.45,664729.76,07:00 - 16:30,07:00 - 12:00,4.0,32.075258,34.795073
אימפריה אקספרס בע מ,מוסך מורשה,ריבל 19,תל אביב -יפו,054-4339448,מכונאות רכב בנזין,דואר אייל,179681.91,663345.99,07:00 - 17:00,07:00 - 12:00,5.0,32.062741,34.783305
ש.א. המעבדה לרכב (2005) בע מ,מוסך מורשה,הסתת 5,חולון,03-5505780,בדיקות-רכב )קניה ומכירה),אלקבץ אהרון,181367.35,657885.35,07:00 - 16:30,07:00 - 12:00,3.8,32.013556,34.801369
נע נע בע מ,מוסך מורשה,ספיר 5,ראשון לציון,03-9418918,מכונאות רכב בנזין,בלפונטה אורן,176671.77,655746.06,07:00 - 16:00,סגור,3.8,31.994096,34.751766
טפליצקי איגור צמיגי לב העיר,מוסך מורשה,הרצל 48,נתניה,09-8873091,תיקון והחלפת צמיגים,טפליצקי איגור,187040.46,692674.42,07:00 - 17:00,סגור,4.4,32.32745,34.860235
זכוכית מרכז זגגות טרקטורים בע מ,מוסך מורשה,לילינבלום 6,רמלה,08-9241838,זגגות רכב,אסרף משה,188486.81,648384.33,07:00 - 17:00,07:00 - 12:00,3.1,31.928093,34.877026
אביבי עובדיה הסעות וטיולים בע מ,מוסך מורשה,פנקס 45,נתניה,09-8336224,מכונאות רכב בנזין,אביבי שאולי,188331.07,691249.76,07:00 - 16:30,07:00 - 13:00,3.4,32.31464,34.873989
מוסך דרור מערכות בע מ,מוסך מורשה,בן יהודה 2,רמלה,050-5505328,אישור כשירות לצמ ה ומכונה ניידת,דרור דודי,188515.6,648391.57,07:00 - 17:00,07:00 - 13:00,4.0,31.928159,34.87733
ניסים ראשים  ניר  בע מ,מוסך מורשה,השיש 24,נתניה,09-8619053,רפידות ותופי בלם,וקנין ניסים,188555.46,691565.37,07:00 - 16:30,07:00 - 13:00,3.3,32.317492,34.876361
לב קסנוב את איציק הללה מוסך לב,מוסך מורשה,הסוללים 9,בת ים,03-5520466,מכונאות רכב בנזין,דיאמנט חיים,176304.86,657259.33,07:00 - 16:30,07:00 - 12:00,3.0,32.007729,34.747816
מוסך מכל הלב,מוסך מורשה,סלמה 14,תל אביב -יפו,03-6814163,מכונאות רכב בנזין,אבו שמיס חסן,179073.4,665026.96,07:00 - 16:00,07:00 - 12:00,4.5,32.077878,34.776791
מוסך חדאד ב.מ.וו בע מ,מוסך מורשה,הפלד 17,חולון,03-5592352,מכונאות רכב בנזין,חסונה כמאל,181196.52,658709.4,07:00 - 17:00,07:00 - 12:30,3.6,32.020981,34.799528
גדי את יניב מוסך גדי ודוד,מוסך מורשה,אורט ישראל 38,בת ים,03-5526262,מכונאות רכב בנזין,אברץ יניב,176173.79,657489.73,07:00 - 16:30,07:00 - 12:30,3.9,32.009802,34.746419
דהן שלום מוסך שלום,מוסך מורשה,העבודה 39,בת ים,03-5535213,מכונאות רכב בנזין,דהן שלום,176450.28,657398.45,07:00 - 17:00,07:00 - 12:30,3.1,32.008989,34.749349
ר.ג.א.)ישראל( 1987 בע מ,מוסך מורשה,בן צבי 43,ראשון לציון,03-5506102,מכונאות רכב בנזין,חכמון נתן,180614.21,654818.95,07:00 - 17:00,07:00 - 12:00,3.1,31.985878,34.793521
מרכז שרות השניים תל אביב בע מ,מוסך מורשה,ישראל מסלנט 52,תל אביב -יפו,03-5373756,מכונאות רכב בנזין,רנד יואל,179550.76,662302.47,07:00 - 16:00,07:00 - 12:00,3.5,32.053326,34.78196
מוסך סבנה חן פחחות בע מ,מוסך מורשה,התחייה 14,תל אביב -יפו,03-5188151,תיקון אחזקת רכב חשמלי/היברידי,אזולאי יוסף,177701.32,661987.61,07:00 - 17:00,07:00 - 13:00,4.3,32.05042,34.76239
רוזיו יצחק מוסך איזקי,מוסך מורשה,האורגים 31,בת ים,050-2244827,מכונאות רכב בנזין,רוזיו יצחק,175935.68,657250.89,07:00 - 17:00,07:00 - 12:00,3.1,32.007639,34.743909
מוסך דידי שרותי רכב בע מ,מוסך מורשה,גולומב 50,תל אביב -יפו,03-5622492,תיקון מרכבי רכב,פרימו יצחק,179644.27,662291.58,07:00 - 16:30,07:00 - 12:00,4.9,32.053231,34.78295
חצב נציגויות בע מ,מוסך מורשה,עמל 1,פתח תקווה,03-5704065,תיקון והחלפת צמיגים,גרמה צחי,186474.54,666825.28,07:00 - 17:00,סגור,4.3,32.094335,34.855117
שניר עוסמאן יהלום הצבע,מוסך מורשה,היסוד 10,תל אביב -יפו,03-5478803,תיקון מרכבי רכב,געברי נידאל,178227.66,662067.74,07:00 - 17:00,07:00 - 13:00,4.9,32.051162,34.76796
אופנובייק-מאור ושגיב,מוסך מורשה,שוקן 4,תל אביב -יפו,03-6365995,מכונאות אופנועים וקטנועים,עובד דרור,178617.92,662422.28,07:00 - 17:00,07:00 - 12:30,4.9,32.054373,34.772077
אלעיסאוי עלי פנצ'ריית דרום ראשון,מוסך מורשה,משה שרת 24,ראשון לציון,03-9415858,תיקון והחלפת צמיגים,אל עיסאוי עלי,176876.89,655683.69,07:00 - 16:00,סגור,3.9,31.993542,34.75394
ב.ה ארביב ניסים בע מ,מוסך מורשה,תמנע 15,חולון,03-6541141,תיקון תיבות הילוכים אוטומטיות,יטח ניר,181196.5,659136.1,07:00 - 17:00,07:00 - 12:30,3.3,32.024829,34.799511
ריינו - טייר ישראל בע מ,מוסך מורשה,הסוללים 4,תל אביב -יפו,03-6243634,תיקון והחלפת צמיגים,זבולון אביגדור,180872.59,664304.3,07:00 - 16:30,07:00 - 12:00,4.0,32.071424,34.795876
יצחקי ארז - ארז אופנועים,מוסך מורשה,שונצינו 1,תל אביב -יפו,050-4500006,מכונאות אופנועים וקטנועים,יצחקי ארז,180044.44,663667.97,07:00 - 17:00,סגור,4.9,32.065657,34.787131
אורן בן סימון שרותי רכב בע מ,מוסך מורשה,הזורע 4,חולון,03-5582382,אוטוטק רכב קל,בן סימון אורן,181825.72,657892.28,07:00 - 16:00,07:00 - 13:00,4.3,32.013634,34.80622
אופיר מוטורבייק  - אופיר חגג,מוסך מורשה,שכטרמן 16,נתניה,054-2296355,מכונאות אופנועים וקטנועים,חגאג אופיר,188627.66,691815.02,07:00 - 16:30,07:00 - 12:30,3.9,32.319745,34.87712
ה.מ.מוטורס בע מ,מוסך מורשה,הרצל 113,תל אביב -יפו,03-5189995,מכונאות אופנועים וקטנועים,זעירא גלעד,178473.58,662266.4,07:00 - 17:00,07:00 - 13:00,3.2,32.052962,34.770555
משה ממן שרותי רכב,מוסך מורשה,הסדנא 18,חולון,03-6500637,מכונאות רכב בנזין,ממן משה,181396.48,658779.56,07:00 - 16:00,07:00 - 12:00,3.4,32.021621,34.801642
קובי ורפאל מוסכי ורד,מוסך מורשה,יד חרוצים 2,נתניה,09-7737184,מכונאות רכב בנזין,ורד רפאלי,187295.87,687143.29,07:00 - 16:30,07:00 - 12:00,5.0,32.27758,34.863135
אליה יצחק מוסך דניאל,מוסך מורשה,שמוטקין 3,ראשון לציון,03-9564235,תיקון מרכבי רכב,אליה יצחק,182226.53,653431.17,07:00 - 16:00,סגור,4.5,31.973417,34.810634
מוסך ניר שרעבי,מוסך מורשה,פנקס 36,נתניה,050-6783832,מכונאות רכב בנזין,טורצקי בוריס,188295.91,691310.33,07:00 - 16:00,סגור,3.8,32.315185,34.873613
מאסטרקאר מוסכים מתקדמים בע מ,מוסך מורשה,היצירה 22,רחובות,08-8533355,אוטוטק רכב קל,גרייבר אריק,179605.29,644075.41,07:00 - 16:30,07:00 - 13:00,3.3,31.888958,34.783288
ויקטור לק רדיאטורים ואגזוזים,מוסך מורשה,שנקר 3,פתח תקווה,053-7353672,תיקון רדיאטורים )מצננים),לק ויקטור,186409.31,666726.0,07:00 - 17:00,07:00 - 12:30,4.6,32.093438,34.85443
ספיד סוכנויות בע מ,מוסך מורשה,המלאכה 13,נתניה,09-7736057,תיקון טרקטורונים,רובס גורגי,186909.88,687286.0,07:00 - 16:00,07:00 - 12:30,3.9,32.278856,34.859033
ב.ה פיקס שירותי רכב בע מ,מוסך מורשה,החרוץ 5,תל אביב -יפו,050-7298447,מכונאות רכב בנזין,רובך גלעד,180261.39,663323.47,07:00 - 16:00,07:00 - 12:30,4.8,32.062558,34.789442
שני קאר בע מ,מוסך מורשה,רפפורט 3,ראשון לציון,03-9500595,תיקון מרכבי רכב,וולפסון מרדכי,183465.27,652724.24,07:00 - 17:00,סגור,4.6,31.967082,34.823766
מוסך תמם מגן ע.ג.ר. בע מ,מוסך מורשה,הסתת 4,חולון,03-5503697,תיקון מרכבי רכב,לוי  רחמים,181349.76,657944.54,07:00 - 16:00,07:00 - 13:00,4.0,32.014089,34.801181
רואה שי ש.ח. אופנועים,מוסך מורשה,המלאכה 3,נתניה,09-8657244,מכונאות אופנועים וקטנועים,קלמנוביץ מאיר,186846.16,687074.45,07:00 - 16:30,07:00 - 13:00,4.9,32.276947,34.858364
ח.מ. חולון מטורס (2010) בע מ,מוסך מורשה,האורגים 11,חולון,03-6534900,אוטוטק רכב קל,בהלול איתן,181201.28,657650.15,07:00 - 16:30,07:00 - 12:30,4.5,32.011429,34.799621
מוסך יהודה אדמוני,מוסך מורשה,איזקסון 3,ראשון לציון,03-9643217,חשמלאות רכב,אדמוני יהודה,182144.68,653970.61,07:00 - 17:00,07:00 - 13:00,3.3,31.978279,34.809748
מוסך הזוהר - רפאל הרצל,מוסך מורשה,יד חרוצים 22,נתניה,09-8611741,מכונאות רכב בנזין,רפאל הרצל,187380.56,687495.21,07:00 - 16:30,07:00 - 12:00,4.3,32.280756,34.864022
